MonthEndDate,AsOfDate,Month,ProgramYear,Region,District,DSP,DECTraining,NewPayments,OctPayments,AprilPayments,LatePayments,CharterPayments,TotalYtdPayments,PaymentBase,PaymentGrowth,PaidClubBase,PaidClubs,ClubGrowth,ActiveClubs,DistinguishedClubs,SelectDistinguishedClubs,PresidentsDistinguishedClubs,TotalDistinguishedClubs,DistinguishedClubsPercentage
2022-07-31,2022-08-09,7,2022,09,46,false,false,50,77,0,4,0,131,4237,-0.9691,105,105,0,113,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,08,47,false,false,85,118,0,16,0,219,6687,-0.9672,163,163,0,172,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,08,48,false,false,66,80,0,4,0,150,3141,-0.9522,85,85,0,94,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,02,49,false,false,28,14,0,2,0,44,1994,-0.9779,66,66,0,67,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,05,50,false,false,68,68,0,12,0,148,5263,-0.9719,146,146,0,157,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,13,51,false,false,52,141,0,0,0,193,6938,-0.9722,172,172,0,173,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,02,52,false,false,30,17,0,3,0,50,2830,-0.9823,84,84,0,89,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,09,53,false,false,35,20,0,16,0,71,3598,-0.9803,106,106,0,115,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,05,54,false,false,17,10,0,3,0,30,1636,-0.9817,52,52,0,55,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,03,55,false,false,138,81,0,23,0,242,4984,-0.9514,137,137,0,153,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,05,56,false,false,75,151,0,9,26,261,5792,-0.9549,151,152,0.0066,162,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,01,57,false,false,37,43,0,7,0,87,4393,-0.9802,120,120,0,133,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,07,58,false,false,46,23,0,6,0,75,2319,-0.9677,73,73,0,84,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,10,59,false,false,35,81,0,9,0,125,5104,-0.9755,111,111,0,120,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,06,60,false,false,43,139,0,2,26,210,4583,-0.9542,123,124,0.0081,129,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,09,61,false,false,28,79,0,7,20,134,5555,-0.9759,171,172,0.0058,185,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,06,62,false,false,25,33,0,4,0,62,1896,-0.9673,59,59,0,63,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,06,63,false,false,29,18,0,12,0,59,2426,-0.9757,72,72,0,74,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,04,64,false,false,15,12,0,9,0,36,1805,-0.9801,67,67,0,72,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,09,65,false,false,18,42,0,6,0,66,2204,-0.9701,66,66,0,75,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,07,66,false,false,20,19,0,4,0,43,2710,-0.9841,82,82,0,95,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,14,67,false,false,48,93,0,6,0,147,5731,-0.9744,176,176,0,184,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,05,68,false,false,29,24,0,0,0,53,1209,-0.9562,38,38,0,48,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,12,69,false,false,72,29,0,16,0,117,5620,-0.9792,159,159,0,170,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,12,70,false,false,67,55,0,7,0,129,5493,-0.9765,157,157,0,171,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,10,71,false,false,73,88,0,9,0,170,8233,-0.9794,205,205,0,211,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,12,72,false,false,51,40,0,9,0,100,3483,-0.9713,97,97,0,105,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,12,73,false,false,71,43,0,17,0,131,4393,-0.9702,126,126,0,137,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,11,74,false,false,102,163,0,6,55,326,10383,-0.9686,256,258,0.0078,269,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,14,75,false,false,47,57,0,7,0,111,8886,-0.9875,241,241,0,244,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,14,76,false,false,61,17,0,1,0,79,8100,-0.9902,224,224,0,227,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,08,77,false,false,34,25,1,5,0,65,1791,-0.9637,55,55,0,65,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,04,78,false,false,16,9,0,2,0,27,1790,-0.9849,58,58,0,60,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,11,79,false,false,46,56,0,33,0,135,6425,-0.979,155,155,0,169,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,13,80,false,false,135,160,0,10,0,305,9999,-0.9695,224,224,0,225,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,08,81,false,false,47,92,21,5,41,206,8791,-0.9766,209,211,0.0096,219,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,13,82,false,false,25,13,0,3,0,41,9035,-0.9955,169,169,0,185,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,09,83,false,false,40,49,0,12,0,101,4857,-0.9792,131,131,0,141,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,08,84,false,false,52,54,1,15,0,122,4900,-0.9751,138,138,0,152,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,14,85,false,false,133,78,1,9,22,243,11149,-0.9782,241,242,0.0041,246,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,06,86,false,false,23,20,0,3,0,46,4733,-0.9903,128,128,0,139,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,12,87,false,false,25,25,0,0,23,73,4854,-0.985,125,126,0.008,130,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,14,88,false,false,79,24,0,2,0,105,6839,-0.9846,161,161,0,172,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,14,89,false,false,34,40,0,5,0,79,4967,-0.9841,110,110,0,114,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,12,90,false,false,57,27,0,14,0,98,4672,-0.979,135,135,0,145,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,10,91,false,false,139,183,0,11,20,353,7847,-0.955,166,167,0.006,177,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,13,92,false,false,112,8,0,11,0,131,7918,-0.9835,155,155,0,166,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,14,93,false,false,24,7,0,2,0,33,1972,-0.9833,59,59,0,68,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,11,94,false,false,67,113,0,23,22,225,10813,-0.9792,235,237,0.0085,242,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,10,95,false,false,62,25,0,4,0,91,6435,-0.9859,145,145,0,149,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,01,96,false,false,32,34,0,5,0,71,3518,-0.9798,105,105,0,113,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,13,97,false,false,35,37,0,1,0,73,2195,-0.9667,56,56,0,59,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,13,98,false,false,7,108,0,9,26,150,5826,-0.9743,102,103,0.0098,107,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,04,99,false,false,14,14,0,9,0,37,2650,-0.986,97,97,0,104,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,02,F,false,false,52,79,0,6,0,137,3750,-0.9635,108,108,0,113,0,0,0,0,0
2022-07-31,2022-08-09,7,2022,DNAR,U,false,false,26,52,0,4,20,102,2544,-0.9599,58,59,0.0172,75,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,01,false,false,97,182,0,13,0,292,4379,-0.9333,139,139,0,149,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,02,false,false,82,120,0,37,0,239,4805,-0.9503,142,142,0,159,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,03,false,false,126,232,0,32,17,407,4977,-0.9182,153,154,0.0065,166,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,04,false,false,87,219,0,36,82,424,4070,-0.8958,106,110,0.0377,115,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,05,false,false,111,89,0,4,20,224,4266,-0.9475,118,119,0.0085,124,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,06,false,false,106,114,0,9,0,229,3272,-0.93,108,108,0,119,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,07,false,false,71,70,0,8,0,149,3837,-0.9612,132,132,0,139,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,08,false,false,55,112,0,4,0,171,2859,-0.9402,88,88,0,94,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,09,false,false,29,63,0,5,0,97,1157,-0.9162,48,48,0,51,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,10,false,false,55,49,0,22,0,126,2799,-0.955,80,80,0,90,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,100,false,false,68,134,0,3,0,205,2960,-0.9307,91,91,0,95,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,101,false,false,125,283,0,9,20,437,5730,-0.9237,149,150,0.0067,160,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,102,false,false,127,100,0,3,0,230,6436,-0.9643,158,158,0,162,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,103,false,false,53,50,0,8,20,131,2892,-0.9547,82,83,0.0122,93,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,104,false,false,61,87,0,7,0,155,2646,-0.9414,67,67,0,75,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,105,false,false,252,137,0,11,61,461,11296,-0.9592,260,263,0.0115,281,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,106,false,false,43,60,0,8,20,131,2846,-0.954,97,98,0.0103,105,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,107,false,false,28,106,0,2,58,194,3029,-0.936,79,81,0.0253,83,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,108,false,false,143,50,0,11,0,204,3908,-0.9478,98,98,0,104,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,109,false,false,52,63,0,10,0,125,5000,-0.975,113,113,0,121,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,11,false,false,86,61,0,19,0,166,3388,-0.951,101,101,0,114,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,110,false,false,85,29,0,14,0,128,3262,-0.9608,80,80,0,86,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,111,false,false,31,175,0,2,0,208,1232,-0.8312,27,27,0,32,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,112,false,false,148,71,0,22,20,261,5003,-0.9478,144,145,0.0069,161,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,113,false,false,128,194,0,10,0,332,4333,-0.9234,121,121,0,126,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,114,false,false,120,69,0,53,17,259,3876,-0.9332,78,79,0.0128,89,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,115,false,false,41,43,0,6,0,90,1783,-0.9495,57,57,0,63,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,116,false,false,95,138,0,4,81,318,5570,-0.9429,109,113,0.0367,118,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,117,false,false,89,177,0,4,0,270,3609,-0.9252,102,102,0,105,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,118,false,false,281,391,0,5,24,701,9010,-0.9222,172,173,0.0058,220,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,119,false,false,64,164,0,6,0,234,3871,-0.9396,89,89,0,94,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,12,false,false,62,127,0,12,0,201,2638,-0.9238,79,79,0,88,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,120,false,false,127,138,0,6,0,271,6982,-0.9612,154,154,0,161,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,121,false,false,212,39,0,7,25,283,8732,-0.9676,167,168,0.006,182,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,122,false,false,25,4,0,2,0,31,1667,-0.9814,43,43,0,47,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,123,false,false,109,95,0,2,21,227,5448,-0.9583,152,153,0.0066,164,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,124,false,false,138,92,0,8,42,280,4799,-0.9417,124,126,0.0161,133,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,125,false,false,146,75,0,26,66,313,4101,-0.9237,84,87,0.0357,96,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,126,false,false,74,72,0,51,0,197,4063,-0.9515,84,84,0,100,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,13,false,false,32,80,0,18,0,130,2075,-0.9373,63,63,0,68,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,14,false,false,80,186,0,13,0,279,4436,-0.9371,129,129,0,137,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,15,true,false,50,63,0,6,0,119,1770,-0.9328,59,59,0,64,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,16,false,false,42,47,0,2,0,91,1863,-0.9512,60,60,0,68,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,17,false,false,54,51,0,12,0,117,2377,-0.9508,68,68,0,78,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,18,false,false,62,249,0,7,0,318,3388,-0.9061,91,91,0,107,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,19,false,false,21,34,0,1,0,56,1502,-0.9627,51,51,0,57,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,20,false,false,112,548,0,7,26,693,4894,-0.8584,124,125,0.0081,140,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,21,false,false,54,65,0,9,0,128,3323,-0.9615,110,110,0,114,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,22,false,false,58,103,0,6,0,167,2191,-0.9238,68,68,0,82,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,23,true,false,42,41,0,2,0,85,1888,-0.955,67,67,0,72,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,24,false,false,19,59,0,0,0,78,1671,-0.9533,56,56,0,61,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,25,false,false,99,136,0,22,24,281,3786,-0.9258,107,108,0.0093,116,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,26,false,false,127,109,0,13,0,249,4648,-0.9464,132,132,0,145,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,27,false,false,70,252,0,7,0,329,3151,-0.8956,93,93,0,99,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,28,false,false,38,57,0,16,0,111,2900,-0.9617,95,95,0,103,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,29,false,false,78,133,0,12,0,223,3778,-0.941,118,118,0,127,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,30,false,false,68,85,0,13,0,166,3359,-0.9506,92,92,0,104,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,31,false,false,118,172,0,51,0,341,5195,-0.9344,148,149,0.0068,157,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,32,false,false,49,73,0,7,0,129,1939,-0.9335,69,69,0,76,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,33,false,false,60,116,0,8,0,184,3674,-0.9499,127,127,0,135,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,34,false,false,277,874,0,14,0,1165,6133,-0.81,180,180,0,187,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,35,false,false,55,108,0,19,0,182,2540,-0.9283,88,88,0,97,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,36,false,false,84,195,0,10,56,345,5565,-0.938,161,163,0.0124,171,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,37,false,false,66,87,0,1,0,154,3027,-0.9491,89,89,0,97,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,38,false,false,140,264,0,12,0,416,5523,-0.9247,145,145,0,154,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,39,false,false,73,161,0,21,0,255,3505,-0.9272,116,116,0,122,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,40,false,false,65,79,0,8,0,152,3754,-0.9595,114,114,0,135,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,41,false,false,225,225,0,1,27,478,7001,-0.9317,144,145,0.0069,158,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,42,false,false,44,34,0,0,22,100,3309,-0.9698,102,103,0.0098,116,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,43,false,false,76,252,0,3,20,351,3350,-0.8952,101,102,0.0099,106,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,44,false,false,196,322,0,41,0,559,5544,-0.8992,146,146,0,168,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,45,false,false,45,54,0,1,0,100,2623,-0.9619,85,85,0,94,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,46,false,false,107,166,0,7,0,280,4240,-0.934,105,105,0,113,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,47,false,false,215,286,0,20,0,521,6691,-0.9221,164,164,0,172,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,48,false,false,126,163,0,9,21,319,3146,-0.8986,85,86,0.0118,95,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,49,false,false,47,102,0,19,0,168,2011,-0.9165,67,67,0,68,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,50,false,false,144,232,0,14,0,390,5247,-0.9257,145,145,0,156,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,51,false,false,93,243,0,2,27,365,6940,-0.9474,172,173,0.0058,174,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,52,false,false,63,60,0,9,0,132,2836,-0.9535,84,84,0,89,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,53,false,false,79,71,0,22,0,172,3573,-0.9519,106,106,0,115,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,54,false,false,37,45,0,3,0,85,1636,-0.948,53,53,0,55,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,03,55,false,false,207,173,0,25,0,405,4986,-0.9188,139,139,0,153,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,56,false,false,152,407,0,12,66,637,5795,-0.8901,153,155,0.0131,164,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,57,false,false,77,280,3,11,0,371,4397,-0.9156,120,120,0,133,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,58,false,false,61,77,0,6,0,144,2319,-0.9379,74,74,0,84,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,59,false,false,57,113,0,14,0,184,5109,-0.964,111,111,0,120,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,60,false,false,110,216,0,3,26,355,4565,-0.9222,122,123,0.0082,128,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,61,false,false,74,133,0,9,20,236,5588,-0.9578,172,173,0.0058,186,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,62,false,false,55,57,0,7,0,119,1899,-0.9373,60,60,0,63,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,63,false,false,51,83,0,13,0,147,2427,-0.9394,72,72,0,74,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,64,false,false,21,15,0,9,0,45,1805,-0.9751,67,67,0,72,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,65,false,false,39,62,0,6,0,107,2204,-0.9515,66,66,0,75,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,07,66,false,false,47,100,0,4,0,151,2710,-0.9443,83,83,0,95,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,67,false,false,73,252,0,9,0,334,5734,-0.9418,177,177,0,184,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,05,68,false,false,51,66,0,0,0,117,1209,-0.9032,39,39,0,48,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,69,false,false,176,154,0,32,0,362,5636,-0.9358,161,161,0,170,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,70,false,false,152,99,1,8,0,260,5494,-0.9527,157,157,0,170,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,71,false,false,132,192,0,14,0,338,8238,-0.959,206,206,0,211,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,72,false,false,99,67,0,12,0,178,3486,-0.9489,98,98,0,105,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,73,false,false,157,107,0,17,0,281,4393,-0.936,129,129,0,137,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,74,false,false,233,482,0,7,78,800,10384,-0.923,256,259,0.0117,270,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,75,false,false,125,137,0,9,35,306,8888,-0.9656,241,242,0.0041,245,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,76,false,false,101,281,0,2,0,384,8101,-0.9526,225,225,0,227,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,77,false,false,62,73,1,13,0,149,1799,-0.9172,55,55,0,65,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,78,false,false,29,18,0,5,0,52,1793,-0.971,59,59,0,61,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,79,false,false,147,167,0,42,0,356,6434,-0.9447,157,157,0,171,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,80,false,false,281,485,0,10,0,776,9999,-0.9224,225,225,0,225,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,81,false,false,98,245,21,13,64,441,8799,-0.9499,209,212,0.0144,219,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,82,false,false,62,160,0,23,0,245,9055,-0.9729,170,170,0,185,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,09,83,false,false,79,106,0,14,0,199,4859,-0.959,132,132,0,142,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,08,84,false,false,129,203,1,27,0,360,4912,-0.9267,139,139,0,152,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,85,false,false,284,127,0,9,22,442,11149,-0.9604,241,242,0.0041,246,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,06,86,false,false,50,39,0,4,0,93,4734,-0.9804,128,128,0,139,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,87,false,false,61,94,0,0,43,198,4854,-0.9592,125,127,0.016,131,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,88,false,false,164,108,0,4,0,276,6841,-0.9597,161,161,0,172,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,89,false,false,61,64,0,6,0,131,4968,-0.9736,110,110,0,114,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,12,90,false,false,114,107,0,19,0,240,4677,-0.9487,136,136,0,145,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,91,false,false,246,400,0,32,20,698,7868,-0.9113,167,168,0.006,177,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,92,false,false,260,166,0,13,60,499,7920,-0.937,155,158,0.0194,169,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,14,93,false,false,48,15,0,2,0,65,1972,-0.967,60,60,0,68,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,11,94,false,false,198,395,0,29,66,688,10819,-0.9364,236,242,0.0254,247,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,10,95,false,false,144,97,0,7,0,248,6438,-0.9615,145,145,0,149,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,01,96,false,false,71,87,0,7,0,165,3520,-0.9531,105,105,0,113,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,97,false,false,74,59,0,1,0,134,2195,-0.939,56,56,0,59,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,13,98,false,false,264,211,0,28,26,529,6523,-0.9189,120,121,0.0083,125,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,04,99,false,false,26,39,0,10,0,75,2651,-0.9717,97,97,0,104,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,02,F,false,false,88,228,0,7,0,323,3751,-0.9139,108,108,0,113,0,0,0,0,0
2022-08-31,2022-09-08,8,2022,DNAR,U,false,false,39,148,0,4,63,254,2544,-0.9002,59,62,0.0508,77,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,02,01,true,true,123,1457,0,13,29,1622,4379,-0.6296,142,143,0.007,150,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,01,02,true,true,117,1388,0,37,0,1542,4805,-0.6791,145,145,0,158,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,03,03,true,true,184,1542,1,36,17,1780,4981,-0.6426,154,155,0.0065,166,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,02,04,true,true,127,1199,2,37,82,1447,4071,-0.6446,108,112,0.037,115,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,03,05,true,true,138,1217,0,4,20,1379,4266,-0.6767,118,119,0.0085,124,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,04,06,true,true,128,1179,0,9,0,1316,3272,-0.5978,112,112,0,119,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,01,07,true,true,109,1241,0,9,0,1359,3838,-0.6459,135,135,0,139,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,05,08,true,true,72,859,0,5,0,936,2860,-0.6727,89,89,0,94,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,01,09,true,true,55,409,0,14,0,478,1166,-0.5901,49,49,0,51,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,06,10,true,true,95,900,0,22,22,1039,2799,-0.6288,83,84,0.012,91,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,02,100,true,true,87,909,0,3,0,999,2960,-0.6625,91,91,0,95,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,02,101,true,true,188,1879,7,10,20,2104,5731,-0.6329,150,151,0.0067,160,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,13,102,true,true,170,1943,0,6,0,2119,6439,-0.6709,158,159,0.0063,163,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,05,103,true,true,66,791,2,9,45,913,2893,-0.6844,86,88,0.0233,94,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,11,104,true,true,127,638,0,25,0,790,2664,-0.7035,68,68,0,76,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,11,105,true,true,570,3526,0,11,61,4168,11296,-0.631,261,264,0.0115,281,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,04,106,true,true,64,969,0,8,20,1061,2846,-0.6272,100,101,0.01,105,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,10,107,true,true,59,1043,0,4,58,1164,3031,-0.616,79,81,0.0253,83,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,10,108,true,true,215,1070,9,11,0,1305,3908,-0.6661,98,98,0,104,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,10,109,true,true,92,1425,26,17,0,1560,5007,-0.6884,115,115,0,122,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,06,11,true,true,103,868,3,19,0,993,3388,-0.7069,101,101,0,114,0,0,0,0,0
2022-09-30,2022-10-17,9,2022,10,110,true,true,139,989,0,15,0,1143,3263,-0.6497,81,81,0,86,0,0,0,0,0
